entrez_gene_id,reaction_id,rname,lmp_id,gene_name,species_long,gene_symbol
268783,R-MMU-6809680,MTMR12 binds MTM1,LMP006555,myotubularin related protein 12,Mus musculus,Mtmr12
268783,R-MMU-6809707,MTMR12 binds MTMR2,LMP006555,myotubularin related protein 12,Mus musculus,Mtmr12
268783,R-MMU-6809720,PI3P is dephosphorylated to PI by MTM1:MTMR12,LMP006555,myotubularin related protein 12,Mus musculus,Mtmr12
26879,R-MMU-8878914,B3GALNT1 transfer GalNAc to Gb3Cer to form Gb4Cer,LMP003478,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1",Mus musculus,B3galnt1
268903,R-MMU-4086036,"PIAS1,3 SUMOylate NRIP1 with SUMO1",LMP004430,nuclear receptor interacting protein 1,Mus musculus,Nrip1
268903,R-MMU-9038163,ESR1:ESTG:PGR:P4 bind pioneer factors and coactivators,LMP004430,nuclear receptor interacting protein 1,Mus musculus,Nrip1
26897,R-MMU-5690066,"ACOT2,9,THEM4,5 hydrolyse MCFA-CoA, LCFA-CoA",LMP000691,acyl-CoA thioesterase 1,Mus musculus,Acot1
26897,R-MMU-9033235,"Cargo of PEX5S,L translocates from the cytosol to the peroxisomal matrix",LMP000691,acyl-CoA thioesterase 1,Mus musculus,Acot1
26897,R-MMU-9033236,"PEX5S,L:Cargo binds PEX13:PEX14:PEX2:PEX10:PEX12 (Docking and Translocation Module)",LMP000691,acyl-CoA thioesterase 1,Mus musculus,Acot1
269060,R-MMU-426032,DAG is metabolized by DAGL to 2-AG,LMP002447,"diacylglycerol lipase, alpha",Mus musculus,Dagla
269180,R-MMU-1676162,"PI(3,4)P2 is dephosphorylated to PI3P by INPP4A/B at the early endosome membrane",LMP001031,"inositol polyphosphate-4-phosphatase, type I",Mus musculus,Inpp4a
269180,R-MMU-1676164,"PI(3,4)P2 is dephosphorylated to PI3P by INPP4A/B at the plasma membrane",LMP001031,"inositol polyphosphate-4-phosphatase, type I",Mus musculus,Inpp4a
269180,R-MMU-1855180,"I(1,3,4)P3 is dephosphorylated to I(1,3)P2 by INPP4A/B in the cytosol",LMP001031,"inositol polyphosphate-4-phosphatase, type I",Mus musculus,Inpp4a
269180,R-MMU-1855202,"I(3,4)P2 is dephosphorylated to I3P by INPP4A/B in the cytosol",LMP001031,"inositol polyphosphate-4-phosphatase, type I",Mus musculus,Inpp4a
26922,R-MMU-8952873,MECR dimer reduces tdec2-CoA to DEC-CoA,LMP000239,mitochondrial trans-2-enoyl-CoA reductase,Mus musculus,Mecr
26938,R-MMU-4084980,"ST6GALNAC1-6 transfer Neu5Ac to terminal GalNAc (alpha-2,6 link)",LMP002695,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",Mus musculus,St6galnac5
269437,R-MMU-1855221,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",LMP006588,"phospholipase C, eta 1",Mus musculus,Plch1
269615,R-MMU-1855221,"PI(4,5)P2 is hydrolysed to I(1,4,5)P3 and DAG by tethered PLC[1] at the plasma membrane",LMP006600,"phospholipase C, eta 2",Mus musculus,Plch2
26970,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP002553,"phospholipase A2, group IIE",Mus musculus,Pla2g2e
26970,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP002553,"phospholipase A2, group IIE",Mus musculus,Pla2g2e
26970,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP002553,"phospholipase A2, group IIE",Mus musculus,Pla2g2e
26970,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP002553,"phospholipase A2, group IIE",Mus musculus,Pla2g2e
26970,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP002553,"phospholipase A2, group IIE",Mus musculus,Pla2g2e
26970,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP002553,"phospholipase A2, group IIE",Mus musculus,Pla2g2e
26971,R-MMU-1482604,PA is hydrolyzed to 1-acyl LPA by PLA2[1] (OM),LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1482656,PA is hydrolysed to 1-acyl LPA by PLA2[1],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1482900,PG is hydrolyzed to 1-acyl LPG by PLA2[1],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1602368,PG is hydrolyzed to 1-acyl LPG by PLA2[16],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1602374,PS is hydrolyzed to 1-acyl LPS by PLA2[15],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1602377,PI is hydrolyzed to 1-acyl LPI by PLA2[15],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1602398,PE is hydrolyzed to 1-acyl LPE by PLA2[16],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1602417,PC is hydrolyzed to 1-acyl LPC by PLA2[16],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
26971,R-MMU-1602446,PA is hydrolyzed to 1-acyl LPA by PLA2[15],LMP000793,"phospholipase A2, group IIF",Mus musculus,Pla2g2f
269823,R-MMU-8932633,"PON1,2,3:Ca2+ dimers hydrolyse 5-HETEL to 5-HETE",LMP004092,paraoxonase 3,Mus musculus,Pon3
270076,R-MMU-71046,glutaryl-CoA + FAD => crotonyl-CoA + FADH2 + CO2,LMP001751,glutaryl-Coenzyme A dehydrogenase,Mus musculus,Gcdh
271424,R-MMU-1855158,5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/3 in the cytosol,LMP000614,inositol hexaphosphate kinase 3,Mus musculus,Ip6k3
271424,R-MMU-1855193,"1-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/3 in the cytosol",LMP000614,inositol hexaphosphate kinase 3,Mus musculus,Ip6k3
271424,R-MMU-1855194,"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/3 in the cytosol",LMP000614,inositol hexaphosphate kinase 3,Mus musculus,Ip6k3
271424,R-MMU-1855223,"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol",LMP000614,inositol hexaphosphate kinase 3,Mus musculus,Ip6k3
271424,R-MMU-1855227,IP6 is phosphorylated to 5-PP-IP5 by IP6K1/3 in the cytosol,LMP000614,inositol hexaphosphate kinase 3,Mus musculus,Ip6k3
271844,R-MMU-1482612,2-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482685,1-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482745,PG is hydrolyzed to 1-acyl LPG by PLA2G4B (IM),LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482771,PS is hydrolyzed to 1-acyl LPS by PLA2[9],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482825,PI is hydrolyzed to 1-acyl LPI by PLA2[11],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482847,PG is hydrolysed to 2-acyl LPG by PLA2G4B (IM),LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482856,PC is hydrolyzed to 1-acyl LPC by PLA2[5],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482897,PS is hydrolyzed to 2-acyl LPS by PLA2[10],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
271844,R-MMU-1482920,PG is hydrolyzed to 2-acyl LPG by PLA2[14],LMP001858,"phospholipase A2, group IVF",Mus musculus,Pla2g4f
27226,R-MMU-9023619,Platelet-activating factor acetylhydrolase (PLA2G7) hydrolyzes acyl Ghrelin,LMP000370,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",Mus musculus,Pla2g7
27273,R-MMU-203946,PDK isoforms phosphorylate lipo-PDH,LMP001563,"pyruvate dehydrogenase kinase, isoenzyme 4",Mus musculus,Pdk4
27374,R-MMU-191790,Loading and methylation of Sm proteins onto SMN Complexes,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-3215385,CDK4 in CCND1:CDK4:PRMT5:WDR77 phosphorylates WDR77,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-3215406,PRMT5 binds WDR77,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-3215426,COPRS binds CCND1:CDK4:PRMT5:pT5-WDR77,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-3215448,SWI/SNF chromatin remodelling complex enhances MEP50:PRMT5 methyltransferase activity,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-5205799,CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-9 of histone H3 (H3R8),LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-5205861,COPRS:CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-4 of histone H4 (H4R3),LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-5218952,"PRMT5:WDR77, PRMT7 methylate arginine-3 of histone H3 (H3R2)",LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-5661117,CCND1:CDK4:PRMT5:pT5-WDR77 methylates methyl-arginine-9 of histone H3,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-6804379,PRMT5 binds TTC5,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27374,R-MMU-6804383,PRMT5 methylates TP53,LMP004033,protein arginine N-methyltransferase 5,Mus musculus,Prmt5
27384,R-MMU-192036,"5Beta-cholesten-7alpha, 12alpha-diol-3-one is reduced to 5beta-cholestan-3alpha, 7alpha, 12alpha-triol",LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27384,R-MMU-192160,"5beta-cholestan-7alpha-ol-3-one is reduced to 5beta-cholestan-3alpha, 7alpha-diol",LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27384,R-MMU-193758,"5beta-cholestan-7alpha,24(S)-diol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,24(S)-triol",LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27384,R-MMU-193781,"5Beta-cholestan-7alpha,12alpha,24(S)-triol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol",LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27384,R-MMU-193800,"5Beta-cholestan-7alpha,12alpha,27-triol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,12alpha,27-tetrol",LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27384,R-MMU-193841,"5beta-cholestan-7alpha,27-diol-3-one is reduced to 5beta-cholestan-3alpha,7alpha,27-triol",LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27384,R-MMU-2855252,AKRs reduce RBP2:atRAL to RBP2:atROL,LMP000638,"aldo-keto reductase family 1, member C13",Mus musculus,Akr1c13
27388,R-MMU-1483089,PE is converted to PS by PTDSS2,LMP001064,phosphatidylserine synthase 2,Mus musculus,Ptdss2
27399,R-MMU-1855157,"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/2 in the nucleus",LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855158,5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/3 in the cytosol,LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855181,"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/2 in the nucleus",LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855193,"1-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/3 in the cytosol",LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855194,"1-PP-IP5 is phosphorylated to 1,5-(PP)2-IP4 by IP6K1/3 in the cytosol",LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855207,IP6 is phosphorylated to 5-PP-IP5 by IP6K1/2 in the nucleus,LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855223,"I(1,3,4,5,6)P5 is phosphorylated to 5-PP-IP4 by IP6K1/3 in the cytosol",LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855224,5-PP-IP5 is phosphorylated to 5-PPP-IP5 by IP6K1/2 in the nucleus,LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855227,IP6 is phosphorylated to 5-PP-IP5 by IP6K1/3 in the cytosol,LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27399,R-MMU-1855230,"5-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/2 in the nucleus",LMP002238,inositol hexaphosphate kinase 1,Mus musculus,Ip6k1
27400,R-MMU-2454081,RDH5 oxidises 11cROL to 11cRAL,LMP005318,hydroxysteroid (17-beta) dehydrogenase 6,Mus musculus,Hsd17b6
27402,R-MMU-203946,PDK isoforms phosphorylate lipo-PDH,LMP000583,"pyruvate dehydrogenase complex, component X",Mus musculus,Pdhx
27402,R-MMU-204169,PDP dephosphorylates p-lipo-PDH,LMP000583,"pyruvate dehydrogenase complex, component X",Mus musculus,Pdhx
27402,R-MMU-6792572,LIPT1 transfers lipoyl group from lipoyl-GCSH to DHs,LMP000583,"pyruvate dehydrogenase complex, component X",Mus musculus,Pdhx
27402,R-MMU-71397,lipo-PDH decarboxylates PYR to Ac-CoA,LMP000583,"pyruvate dehydrogenase complex, component X",Mus musculus,Pdhx
27413,R-MMU-193362,ABCB11 transports bile salts from cytosol to extracellular region,LMP005573,"ATP-binding cassette, sub-family B (MDR/TAP), member 11",Mus musculus,Abcb11
276846,R-MMU-162836,uPAR precursor + acyl-GPI -> uPAR-acyl-GPI + uPAR propeptide,LMP002273,"phosphatidylinositol glycan anchor biosynthesis, class S",Mus musculus,Pigs
277753,R-MMU-211873,"CYP4F2, 4F3 20-hydroxylate LTB4",LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
277753,R-MMU-211924,CYP4B1 12-hydroxylates ARA,LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
277753,R-MMU-211962,CYP4F11 16-hydroxylates 3OH-PALM,LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
277753,R-MMU-215526,CYP4F3 20-hydroxylates LTB4,LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
277753,R-MMU-2161745,20oh-LTB4 is oxidised to 20cho-LTB4 by CYP4F2/4F3,LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
277753,R-MMU-2161792,20cho-LTB4 is oxidised to 20cooh-LTB4 by CYP4F2/4F3,LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
277753,R-MMU-76466,CYP4A11 12-hydroxylates DDCX,LMP005280,"cytochrome P450, family 4, subfamily a, polypeptide 12a",Mus musculus,Cyp4a12a
27973,R-MMU-159790,VKORC1 reduces vitamin K epoxide to MK4 (vitamin K hydroquinone),LMP003612,"vitamin K epoxide reductase complex, subunit 1",Mus musculus,Vkorc1
27973,R-MMU-9026967,VKORC1 inhibitors binds VKORC1 dimer,LMP003612,"vitamin K epoxide reductase complex, subunit 1",Mus musculus,Vkorc1
28169,R-MMU-75885,1-acyl LPA is acylated to PA by AGPAT (LPAAT),LMP000256,1-acylglycerol-3-phosphate O-acyltransferase 3,Mus musculus,Agpat3
28169,R-MMU-8849345,LPAAT3 acylates lysophosphatidylcholine to yield phosphatidylcholine,LMP000256,1-acylglycerol-3-phosphate O-acyltransferase 3,Mus musculus,Agpat3
28200,R-MMU-5419165,"RDH11,14,DHRS3,DRHS4 reduce atRAL to atROL",LMP005904,dehydrogenase/reductase (SDR family) member 4,Mus musculus,Dhrs4
28200,R-MMU-9033235,"Cargo of PEX5S,L translocates from the cytosol to the peroxisomal matrix",LMP005904,dehydrogenase/reductase (SDR family) member 4,Mus musculus,Dhrs4
28200,R-MMU-9033236,"PEX5S,L:Cargo binds PEX13:PEX14:PEX2:PEX10:PEX12 (Docking and Translocation Module)",LMP005904,dehydrogenase/reductase (SDR family) member 4,Mus musculus,Dhrs4
30805,R-MMU-549241,"SLC22A4 cotransports ERGT, Na+ from extracellular region to cytosol",LMP005013,"solute carrier family 22 (organic cation transporter), member 4",Mus musculus,Slc22a4
30805,R-MMU-549297,"SLC22A4, 5,15,16 cotransport CAR, Na+ from extracellular region to cytosol",LMP005013,"solute carrier family 22 (organic cation transporter), member 4",Mus musculus,Slc22a4
30924,R-MMU-6784628,"PCSK6,FURIN mediate dissociation of 2 x LPL from GPIHBP1:HSPG:LPL dimer",LMP002684,angiopoietin-like 3,Mus musculus,Angptl3
30924,R-MMU-8856525,ANGPTL8 binds ANGPTL3,LMP002684,angiopoietin-like 3,Mus musculus,Angptl3
30955,R-MMU-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-392295,Gbeta:gamma recruits PI3K gamma,LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-392300,G beta:gamma activated PI3Kgamma converts PIP2 to PIP3,LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-437118,"GPVI stimulates PI3K beta, gamma",LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-9012657,EPO:phospho-EPOR:phospho-JAK2:LYN:phospho-IRS2 binds PI3K,LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-9021627,EPOR-associated PI3K phosphorylates PIP2 to PIP3,LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-9027268,Epo:p-8Y-Epor:p-12Y-Jak2:Lyn:Irs2 binds Pi3k,LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
30955,R-MMU-9027275,EPO:phospho-EPOR:phospho-JAK2:LYN:IRS2:phospho-GAB1 binds PI3K,LMP002828,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",Mus musculus,Pik3cg
319554,R-MMU-191382,Isopentenyl pyrophosphate rearranges to dimethylallyl pyrophosphate,LMP002434,isopentenyl-diphosphate delta isomerase,Mus musculus,Idi1
320207,R-MMU-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-392295,Gbeta:gamma recruits PI3K gamma,LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-392300,G beta:gamma activated PI3Kgamma converts PIP2 to PIP3,LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-437118,"GPVI stimulates PI3K beta, gamma",LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-9012657,EPO:phospho-EPOR:phospho-JAK2:LYN:phospho-IRS2 binds PI3K,LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-9021627,EPOR-associated PI3K phosphorylates PIP2 to PIP3,LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-9027268,Epo:p-8Y-Epor:p-12Y-Jak2:Lyn:Irs2 binds Pi3k,LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320207,R-MMU-9027275,EPO:phospho-EPOR:phospho-JAK2:LYN:IRS2:phospho-GAB1 binds PI3K,LMP005181,"phosphoinositide-3-kinase, regulatory subunit 5, p101",Mus musculus,Pik3r5
320404,R-MMU-1855153,"I(1,4,5)P3 is phosphorylated to I(1,3,4,5)P4 by ITPKA/B/C in the cytosol",LMP002934,"inositol 1,4,5-trisphosphate 3-kinase B",Mus musculus,Itpkb
320581,R-MMU-191382,Isopentenyl pyrophosphate rearranges to dimethylallyl pyrophosphate,LMP006487,isopentenyl-diphosphate delta isomerase 2,Mus musculus,Idi2
320634,R-MMU-1675824,"PI(4,5)P2 is dephosphorylated to PI4P by OCRL/INPP5E at the Golgi membrane",LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-1675836,"PI(3,5)P2 is dephosphorylated to PI3P by SYNJ at the plasma membrane",LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-1675988,PI4P is dephosphorylated to PI by SYNJ at the plasma membrane,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-1855174,"I(1,4,5)P3 is dephosphorylated to I(1,4)P2 by INPP5(4) in the cytosol",LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-1855213,"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5B at the plasma membrane",LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-1855218,"I(1,3,4,5)P4 is dephosphorylated to I(1,3,4)P3 by INPP5[3]/ITPK1 in the cytosol",LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-194922,GAPs inactivate Rho GTPase:GTP by hydrolysis,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-421831,trans-Golgi Network Coat Assembly,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-421833,Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-421835,trans-Golgi Network Vesicle Scission,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-421836,trans-Golgi Network Derived Vesicle Uncoating,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8868648,"SYNJ hydrolyze PI(4,5)P2 to PI(4)P",LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8868651,Endophilins recruit synaptojanins to the clathrin-coated pit,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8868658,HSPA8-mediated ATP hydrolysis promotes vesicle uncoating,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8868659,Clathrin recruits auxilins to the clathrin-coated vesicle,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8868660,Auxilin recruits HSPA8:ATP to the clathrin-coated vesicle,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8868661,Dynamin-mediated GTP hydrolysis promotes vesicle scission,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8869438,Dissociation of clathrin-associated proteins,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8871193,Dissociation of AAK1 and dephosphorylation of AP-2 mu2,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320634,R-MMU-8871194,RAB5 and GAPVD1 bind AP-2,LMP000526,oculocerebrorenal syndrome of Lowe,Mus musculus,Ocrl
320981,R-MMU-6814797,ENPP6 hydrolyzes lysophosphatidylcholine,LMP003072,ectonucleotide pyrophosphatase/phosphodiesterase 6,Mus musculus,Enpp6
327942,R-MMU-162857,N-acetylglucosaminyl-PI + H2O -> glucosaminyl-PI + acetate,LMP006065,"phosphatidylinositol glycan anchor biosynthesis, class L",Mus musculus,Pigl
327958,R-MMU-8869241,"PITPNM1,2,3 exchange PI for PA",LMP003977,PITPNM family member 3,Mus musculus,Pitpnm3
328845,R-MMU-5695957,"ACSBG1,2 ligates CoA-SH to VLCFA, forming VLCFA-CoA",LMP004483,acyl-CoA synthetase bubblegum family member 2,Mus musculus,Acsbg2
329502,R-MMU-1482612,2-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
329502,R-MMU-1482685,1-acyl LPC is hydrolyzed to GPCho by PLA2[8],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
329502,R-MMU-1482771,PS is hydrolyzed to 1-acyl LPS by PLA2[9],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
329502,R-MMU-1482828,PE is hydrolyzed to 2-acyl LPE by PLA2[4],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
329502,R-MMU-1482862,PC is hydrolysed to 2-acyl LPC by PLA2[7],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
329502,R-MMU-1482884,PE is hydrolyzed to 1-acyl LPE by PLA2[2],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
329502,R-MMU-1482932,PI is hydrolyzed to 2-acyl LPI by PLA2[13],LMP001859,"phospholipase A2, group IVE",Mus musculus,Pla2g4e
